"SPECIES_GROUP","YEAR","DISTRICT","AREA","SPECIES","AMOUNT","VALUE","COUNT","PRICE","SIZE"
"Salmon","2004","NORTH COAST","5","COHO",54420,203597,14252,3.7412164645351,3.81841145102442
"Salmon","2004","NORTH COAST","6","COHO",71946,286793,18409,3.98622578044645,3.90819707751643
"Salmon","2004","NORTH COAST","7","COHO",93955,208600,24844,2.22021180352296,3.78179842215424
"Salmon","2004","NORTH COAST","8","COHO",121428,238143,37203,1.96118687617353,3.26393032819934
"Salmon","2004","SOUTH COAST","11","COHO",5,12,2,2.4,2.5
"Salmon","2004","SOUTH COAST","12","COHO",137,281,51,2.05109489051095,2.68627450980392
"Salmon","2004","SOUTH COAST","13","COHO",183,282,48,1.54098360655738,3.8125
"Salmon","2004","SOUTH COAST","23","COHO",2025,7017,525,3.46518518518519,3.85714285714286
"Salmon","2004","SOUTH COAST","25","COHO",17318,42876,3805,2.47580552026793,4.55137976346912
"Salmon","2004","FAR NORTH","442(STIKINE)","PINK",3,0.25,2,0.0833333333333333,1.5
"Salmon","2004","FRASER RIVER","29AB","PINK",8,1,6,0.125,1.33333333333333
"Salmon","2004","FRASER RIVER","29D","PINK",1,0.25,1,0.25,1
"Salmon","2004","NORTH COAST","1","PINK",45553,45589,22316,1.00079028823568,2.04127083706757
"Salmon","2004","NORTH COAST","2E","PINK",63513,20388,44787,0.321005148552265,1.41811239868712
"Salmon","2004","NORTH COAST","2W","PINK",853,1199,377,1.40562719812427,2.26259946949602
"Salmon","2004","NORTH COAST","3","PINK",1885042,530531,1316839,0.281442535497883,1.43149010623167
"Salmon","2004","NORTH COAST","4","PINK",277949,67182,177960,0.241706212290744,1.56186221622837
"Salmon","2004","NORTH COAST","5","PINK",241234,75409,158347,0.31259689761808,1.52345165996198
"Salmon","2004","NORTH COAST","6","PINK",112527,30866,67679,0.274298612777378,1.66265754517649
"Salmon","2004","NORTH COAST","7","PINK",216070,69045,122059,0.319549220160133,1.77020948885375
"Salmon","2004","NORTH COAST","8","PINK",598816,185451,329269,0.309696133703842,1.81862246369989
"Salmon","2004","SOUTH COAST","11","PINK",2895,415,1756,0.143350604490501,1.64863325740319
"Salmon","2004","SOUTH COAST","12","PINK",106806,31751,77764,0.29727730651836,1.373463299213
"Salmon","2004","SOUTH COAST","13","PINK",26962,12004,18723,0.445219197388918,1.44004700101479
"Salmon","2004","SOUTH COAST","14","PINK",442482,327048,99837,0.739121591386768,4.43204423209832
"Salmon","2004","SOUTH COAST","17","PINK",18887,13746,4178,0.727802191983904,4.52058401148875
"Salmon","2004","SOUTH COAST","18","PINK",24911,18123,5958,0.727509935369917,4.18110104061766
"Salmon","2004","SOUTH COAST","20","PINK",36,11,24,0.305555555555556,1.5
"Salmon","2004","SOUTH COAST","21","PINK",112,541,43,4.83035714285714,2.6046511627907
"Salmon","2004","SOUTH COAST","23","PINK",3,4,2,1.33333333333333,1.5
"Salmon","2004","SOUTH COAST","24","PINK",48964,289636,8259,5.9152846989625,5.92856277999758
"Salmon","2004","SOUTH COAST","26","PINK",23,22,12,0.956521739130435,1.91666666666667
"Salmon","2004","SOUTH COAST","27","PINK",2,2,1,1,2
"Salmon","2004","FAR NORTH","441(TAKU)","SOCKEYE",57519,314428,20388,5.46650671951877,2.82121836374338
"Salmon","2004","FAR NORTH","442(STIKINE)","SOCKEYE",89248,432863,32799,4.85011428827537,2.72105856885881
"Salmon","2004","FRASER RIVER","29AB","SOCKEYE",531760,2605126,207714,4.8990634872875,2.56005854203376
"Salmon","2004","FRASER RIVER","29D","SOCKEYE",22903,111381,8914,4.86316203117496,2.56932914516491
"Salmon","2004","NORTH COAST","1","SOCKEYE",3648,24395,1261,6.68722587719298,2.89294210943695
"Salmon","2004","NORTH COAST","2W","SOCKEYE",11,76,4,6.90909090909091,2.75
"Salmon","2004","NORTH COAST","3","SOCKEYE",1221441,6000101,483194,4.91231340686943,2.52784802791425
"Salmon","2004","NORTH COAST","4","SOCKEYE",364425,1784775,153321,4.89750977567401,2.37687596611032
"Salmon","2004","NORTH COAST","5","SOCKEYE",20252,99015,7786,4.88914675093818,2.60107885949139
"Salmon","2004","NORTH COAST","6","SOCKEYE",18522,91247,5810,4.9264118345751,3.18795180722892
"Salmon","2004","NORTH COAST","7","SOCKEYE",5009,24831,2305,4.95727690157716,2.17310195227766
"Salmon","2004","NORTH COAST","8","SOCKEYE",14429,71445,5000,4.95148658950724,2.8858
"Salmon","2004","SOUTH COAST","11","SOCKEYE",23810,116191,9124,4.87992440151197,2.6096010521701
"Salmon","2004","SOUTH COAST","12","SOCKEYE",1473175,7773150,572421,5.27646070561882,2.57358657351844
"Salmon","2004","SOUTH COAST","13","SOCKEYE",420555,2260929,160351,5.37606020615615,2.62271516859889
"Salmon","2004","SOUTH COAST","20","SOCKEYE",22069,109469,8535,4.96030631202139,2.58570591681312
"Salmon","2004","SOUTH COAST","23","SOCKEYE",172253,860880,70981,4.99776491556025,2.42674800298671
"Salmon","2004","SOUTH COAST","25","SOCKEYE",724173,1000344,158432,1.38136053125427,4.57087583316502
"Salmon","2004","NORTH COAST","2E","STEELHEAD",450898,620515,129424,1.37617598658677,3.48388243293361
"Salmon","2004","NORTH COAST","3","STEELHEAD",9,20,2,2.22222222222222,4.5
"Salmon","2004","SOUTH COAST","12","STEELHEAD",10,24,3,2.4,3.33333333333333
"Salmon","2004","SOUTH COAST","13","STEELHEAD",5,6,1,1.2,5
"Salmon","2004","SOUTH COAST","21","STEELHEAD",666539,498402,155143,0.747746193396035,4.296287940803
"Salmon","2004","SOUTH COAST","26","STEELHEAD",416331,3028807,64997,7.27499753801663,6.40538794098189
"Salmon","2004","SOUTH COAST","27","STEELHEAD",100802,679997,14854,6.74586813753695,6.78618553924869
"Salmon","2005"," FRASER RIVER ","29AB","CHINOOK",1014,3936,144,3.88165680473373,7.04166666666667
"Salmon","2005"," FRASER RIVER ","29D","CHINOOK",42762,145680,4737,3.40676301389084,9.02723242558581
"Salmon","2005"," NORTH COAST ","1","CHINOOK",1026627,6258362,132533,6.09604267177855,7.74619905985679
"Salmon","2005"," NORTH COAST ","2E","CHINOOK",7,30,2,4.28571428571429,3.5
"Salmon","2005"," NORTH COAST ","2W","CHINOOK",101244,622079,13724,6.14435423333728,7.37714951909064
"Salmon","2005"," NORTH COAST ","3","CHINOOK",27388,141740,3784,5.17525923762232,7.23784355179704
"Salmon","2005"," NORTH COAST ","4","CHINOOK",17348,96552,1812,5.56559833986627,9.57395143487859
"Salmon","2005"," NORTH COAST ","6","CHINOOK",1359,7237,184,5.3252391464312,7.38586956521739
"Salmon","2005"," NORTH COAST ","7","CHINOOK",1327,8265,179,6.22833458929917,7.41340782122905
"Salmon","2005"," NORTH COAST ","8","CHINOOK",52153,290202,6195,5.56443541119399,8.41856335754641
"Salmon","2005"," SOUTH COAST ","12","CHINOOK",178,751,22,4.21910112359551,8.09090909090909
"Salmon","2005"," SOUTH COAST ","13","CHINOOK",42,205,9,4.88095238095238,4.66666666666667
"Salmon","2005"," SOUTH COAST ","23","CHINOOK",186256,1027247,32061,5.5152424619878,5.80942578210287
"Salmon","2005"," SOUTH COAST ","24","CHINOOK",40782,206990,7208,5.07552351527635,5.65788013318535
"Salmon","2005"," SOUTH COAST ","25","CHINOOK",90824,480040,15840,5.28538712234652,5.73383838383838
"Salmon","2005"," SOUTH COAST ","26","CHINOOK",388751,2884892,65717,7.4209249622509,5.91553174977555
"Salmon","2005"," SOUTH COAST ","27","CHINOOK",41902,266372,6817,6.35702353109637,6.14669209329617
"Salmon","2005"," FRASER RIVER ","29AB","CHUM",236760,213846,48701,0.903218449062342,4.86150181721115
"Salmon","2005"," FRASER RIVER ","29D","CHUM",87621,79200,16981,0.903892902386414,5.15994346622696
"Salmon","2005"," NORTH COAST ","1","CHUM",261,303,44,1.16091954022989,5.93181818181818
"Salmon","2005"," NORTH COAST ","2E","CHUM",57586,52051,11940,0.903882888201994,4.82294807370184
"Salmon","2005"," NORTH COAST ","2W","CHUM",216807,213344,46087,0.984027268492254,4.70429839217133
"Salmon","2005"," NORTH COAST ","3","CHUM",406577,372634,82074,0.916515198843024,4.95378560810975
"Salmon","2005"," NORTH COAST ","4","CHUM",7,6,1,0.857142857142857,7
"Salmon","2005"," NORTH COAST ","6","CHUM",1379363,1313073,234033,0.951941584630007,5.89388248665786
"Salmon","2005"," NORTH COAST ","7","CHUM",295008,280486,67506,0.95077421629244,4.37010043551684
"Salmon","2005"," NORTH COAST ","8","CHUM",1370239,1273703,263454,0.92954805694481,5.20105597182051
"Salmon","2005"," SOUTH COAST ","12","CHUM",1745707,1731332,361007,0.991765513914993,4.83565969634938
"Salmon","2005"," SOUTH COAST ","13","CHUM",1818845,1844908,350268,1.01432942334284,5.1927238571608
"Salmon","2005"," SOUTH COAST ","14","CHUM",152787,138155,30935,0.904232689953988,4.93896880556005
"Salmon","2005"," SOUTH COAST ","16","CHUM",1178,1064,227,0.903225806451613,5.18942731277533
"Salmon","2005"," SOUTH COAST ","17","CHUM",2160,1953,418,0.904166666666667,5.16746411483254
"Salmon","2005"," SOUTH COAST ","18","CHUM",53682,54440,10881,1.0141201892627,4.93355390129584
"Salmon","2005"," SOUTH COAST ","21","CHUM",2909540,2795964,687371,0.960964276139871,4.23285241885386
"Salmon","2005"," SOUTH COAST ","23","CHUM",54746,49623,11148,0.906422387023709,4.910836024399
"Salmon","2005"," SOUTH COAST ","24","CHUM",3016,3608,576,1.19628647214854,5.23611111111111
"Salmon","2005"," SOUTH COAST ","25","CHUM",524357,479899,106657,0.915214252884962,4.91629241400002
"Salmon","2005"," SOUTH COAST ","26","CHUM",5165,6168,1010,1.19419167473379,5.11386138613861
"Salmon","2005"," SOUTH COAST ","27","CHUM",1641,1628,317,0.992078001218769,5.17665615141956
"Salmon","2005"," NORTH COAST ","1","COHO",566769,1978984,170198,3.49169414699816,3.33005675742371
"Salmon","2005"," NORTH COAST ","130","COHO",4287,17446,1127,4.06951247958946,3.8039041703638
"Salmon","2005"," NORTH COAST ","2E","COHO",77005,274384,20771,3.56319719498734,3.70733233835636
"Salmon","2005"," NORTH COAST ","2W","COHO",404,969,110,2.39851485148515,3.67272727272727
"Salmon","2005"," NORTH COAST ","3","COHO",147469,307209,42278,2.08321070869132,3.48807890628696
"Salmon","2005"," NORTH COAST ","4","COHO",49156,158466,13289,3.22373667507527,3.69899917224772
"Salmon","2005"," NORTH COAST ","5","COHO",325000,107474,187403,0.330689230769231,1.73423050858311
"Salmon","2005"," NORTH COAST ","6","COHO",201283,500342,51472,2.48576382506223,3.91053388249922
"Salmon","2005"," NORTH COAST ","7","COHO",14882,46142,3984,3.10052412310173,3.73544176706827
"Salmon","2005"," NORTH COAST ","8","COHO",66193,147934,20996,2.2348888855317,3.15264812345209
"Salmon","2005"," SOUTH COAST ","12","COHO",264,625,67,2.36742424242424,3.94029850746269
"Salmon","2005"," SOUTH COAST ","13","COHO",39,97,9,2.48717948717949,4.33333333333333
"Salmon","2005"," SOUTH COAST ","21","COHO",21,38,8,1.80952380952381,2.625
"Salmon","2005"," SOUTH COAST ","23","COHO",1857,5318,476,2.86375875067313,3.90126050420168
"Salmon","2005"," SOUTH COAST ","24","COHO",2514,10181,681,4.0497215592681,3.69162995594714
"Salmon","2005"," SOUTH COAST ","25","COHO",3150,7707,805,2.44666666666667,3.91304347826087
"Salmon","2005"," SOUTH COAST ","26","COHO",800,2938,204,3.6725,3.92156862745098
"Salmon","2005"," SOUTH COAST ","27","COHO",777,2740,217,3.52638352638353,3.58064516129032
"Salmon","2005"," FRASER RIVER ","29AB","PINK",3150,764,1610,0.242539682539683,1.95652173913043
"Salmon","2005"," FRASER RIVER ","29D","PINK",5446,1321,2649,0.242563349247154,2.05587013967535
"Salmon","2005"," NORTH COAST ","1","PINK",55348,54732,28024,0.988870419888704,1.97502141021981
"Salmon","2005"," NORTH COAST ","2E","PINK",907,677,482,0.746416758544653,1.88174273858921
"Salmon","2005"," NORTH COAST ","3","PINK",3883488,1237823,2183542,0.318740008981617,1.7785268156051
"Salmon","2005"," NORTH COAST ","4","PINK",3391,2886,1761,0.851076378649366,1.92561044860875
"Salmon","2005"," NORTH COAST ","6","PINK",7014768,2306723,3905106,0.328838102699904,1.79630668155999
"Salmon","2005"," NORTH COAST ","7","PINK",62411,20343,33301,0.325952155869959,1.87414792348578
"Salmon","2005"," NORTH COAST ","8","PINK",876057,285530,468383,0.325926281052489,1.87038598753584
"Salmon","2005"," SOUTH COAST ","12","PINK",282779,95731,166155,0.33853645426287,1.70189882940628
"Salmon","2005"," SOUTH COAST ","13","PINK",123418,52316,75026,0.423892787113711,1.64500306560392
"Salmon","2005"," SOUTH COAST ","14","PINK",125,503,30,4.024,4.16666666666667
"Salmon","2005"," SOUTH COAST ","16","PINK",1845,567,1130,0.307317073170732,1.63274336283186
"Salmon","2005"," SOUTH COAST ","17","PINK",2160,1953,418,0.904166666666667,5.16746411483254
"Salmon","2005"," SOUTH COAST ","18","PINK",96,72,50,0.75,1.92
"Salmon","2005"," SOUTH COAST ","24","PINK",11,10,6,0.909090909090909,1.83333333333333
"Salmon","2005"," SOUTH COAST ","26","PINK",43,61,23,1.41860465116279,1.8695652173913
"Salmon","2005"," SOUTH COAST ","27","PINK",31,32,15,1.03225806451613,2.06666666666667
"Salmon","2005"," FRASER RIVER ","29AB","SOCKEYE",13760,55515,5822,4.03452034883721,2.36344898660254
"Salmon","2005"," FRASER RIVER ","29D","SOCKEYE",14980,60436,6353,4.03444592790387,2.35794113017472
"Salmon","2005"," NORTH COAST ","1","SOCKEYE",359,1631,127,4.54317548746518,2.82677165354331
"Salmon","2005"," NORTH COAST ","130","SOCKEYE",4287,17446,1127,4.06951247958946,3.8039041703638
"Salmon","2005"," NORTH COAST ","2W","SOCKEYE",318455,836392,59921,2.62640561460803,5.31458086480533
"Salmon","2005"," NORTH COAST ","3","SOCKEYE",503753,2041553,203843,4.05268653486927,2.47127936696379
"Salmon","2005"," NORTH COAST ","4","SOCKEYE",208,856,79,4.11538461538461,2.63291139240506
"Salmon","2005"," NORTH COAST ","5","SOCKEYE",325000,107474,187403,0.330689230769231,1.73423050858311
"Salmon","2005"," NORTH COAST ","6","SOCKEYE",74022,297158,30274,4.01445516197887,2.44506837550373
"Salmon","2005"," NORTH COAST ","7","SOCKEYE",1823,7364,716,4.03949533735601,2.54608938547486
"Salmon","2005"," NORTH COAST ","8","SOCKEYE",10905,44031,4239,4.03768913342503,2.5725406935598
"Salmon","2005"," SOUTH COAST ","12","SOCKEYE",176532,712979,74024,4.03880882786124,2.38479412082568
"Salmon","2005"," SOUTH COAST ","13","SOCKEYE",154546,638921,66338,4.13418011465842,2.32967529922518
"Salmon","2005"," SOUTH COAST ","14","SOCKEYE",152912,138658,30965,0.90678298629277,4.93822057161311
"Salmon","2005"," SOUTH COAST ","16","SOCKEYE",9357,38503,3673,4.11488725018703,2.54750884835284
"Salmon","2005"," SOUTH COAST ","18","SOCKEYE",236,1078,101,4.56779661016949,2.33663366336634
"Salmon","2005"," SOUTH COAST ","21","SOCKEYE",2909562,2796001,687379,0.96096972671488,4.23283516080648
"Salmon","2005"," SOUTH COAST ","23","SOCKEYE",35431,144680,15499,4.08342976489515,2.28601845280341
"Salmon","2005"," SOUTH COAST ","25","SOCKEYE",618331,967646,123302,1.56493205095653,5.01476861689186
"Salmon","2006","FAR NORTH","441(TAKU)","CHINOOK",72210,434310,8184,6.01454092230993,8.8233137829912
"Salmon","2006","FAR NORTH","442(STIKINE)","CHINOOK",147538,696977,17037,4.72405075302634,8.65985795621295
"Salmon","2006","FRASER RIVER","29AB","CHINOOK",11726,53747,1500,4.58357496162374,7.81733333333333
"Salmon","2006","FRASER RIVER","29C","CHINOOK",11,52,1,4.72727272727273,11
"Salmon","2006","FRASER RIVER","29D","CHINOOK",24326,101702,2722,4.18079421195429,8.93681116825863
"Salmon","2006","NORTH COAST","1","CHINOOK",1027184,8053594,126564,7.84045896353526,8.11592553964793
"Salmon","2006","NORTH COAST","2E","CHINOOK",3766,35654,418,9.46733935209772,9.00956937799043
"Salmon","2006","NORTH COAST","2W","CHINOOK",51591,419159,5973,8.1246535248396,8.63736815670517
"Salmon","2006","NORTH COAST","3","CHINOOK",46714,254629,5917,5.45080703857516,7.89487916173737
"Salmon","2006","NORTH COAST","4","CHINOOK",52812,297429,6046,5.63184503521927,8.73503142573602
"Salmon","2006","NORTH COAST","5","CHINOOK",204,1110,28,5.44117647058824,7.28571428571429
"Salmon","2006","NORTH COAST","6","CHINOOK",540,3075,121,5.69444444444444,4.46280991735537
"Salmon","2006","NORTH COAST","7","CHINOOK",52,263,7,5.05769230769231,7.42857142857143
"Salmon","2006","NORTH COAST","8","CHINOOK",48020,282968,5283,5.89271137026239,9.08953246261594
"Salmon","2006","SOUTH COAST","11","CHINOOK",58,362,7,6.24137931034483,8.28571428571429
"Salmon","2006","SOUTH COAST","12","CHINOOK",1099,5159,158,4.69426751592357,6.95569620253165
"Salmon","2006","SOUTH COAST","14","CHINOOK",61,223,33,3.65573770491803,1.84848484848485
"Salmon","2006","SOUTH COAST","20","CHINOOK",390,1686,85,4.32307692307692,4.58823529411765
"Salmon","2006","SOUTH COAST","21","CHINOOK",14,87,2,6.21428571428571,7
"Salmon","2006","SOUTH COAST","23","CHINOOK",256616,1594040,47981,6.21177167440846,5.34828369562952
"Salmon","2006","SOUTH COAST","24","CHINOOK",10285,92967,2042,9.0390860476422,5.03672869735553
"Salmon","2006","SOUTH COAST","25","CHINOOK",73393,510549,13014,6.95637186107667,5.63954203165821
"Salmon","2006","SOUTH COAST","26","CHINOOK",162085,1567493,29401,9.67080852639047,5.51290772422707
"Salmon","2006","SOUTH COAST","27","CHINOOK",61602,575383,8617,9.34032985942015,7.14889172565858
"Salmon","2006","FAR NORTH","442(STIKINE)","CHUM",78,72,15,0.923076923076923,5.2
"Salmon","2006","FRASER RIVER","29AB","CHUM",557795,516900,118385,0.926684534640863,4.71170334079486
"Salmon","2006","FRASER RIVER","29D","CHUM",68882,63780,12155,0.9259313028077,5.66696832579186
"Salmon","2006","NORTH COAST","1","CHUM",921,1127,204,1.22366992399566,4.51470588235294
"Salmon","2006","NORTH COAST","2E","CHUM",92181,85470,16688,0.927197578676734,5.5237895493768
"Salmon","2006","NORTH COAST","2W","CHUM",62222,71330,12381,1.14637909421105,5.02560374767789
"Salmon","2006","NORTH COAST","3","CHUM",566636,578823,101183,1.02150763453081,5.60011069053102
"Salmon","2006","NORTH COAST","4","CHUM",42867,39693,7842,0.925957029883127,5.4663351185922
"Salmon","2006","NORTH COAST","5","CHUM",7305,6764,1448,0.925941136208077,5.04488950276243
"Salmon","2006","NORTH COAST","6","CHUM",278841,259240,46928,0.929705459383663,5.94188970337538
"Salmon","2006","NORTH COAST","7","CHUM",113526,115940,22612,1.02126385145253,5.02060852644613
"Salmon","2006","NORTH COAST","8","CHUM",2005140,1956308,359486,0.975646588268151,5.57779718820761
"Salmon","2006","NORTH COAST","9","CHUM",103,302,43,2.93203883495146,2.3953488372093
"Salmon","2006","SOUTH COAST","11","CHUM",1945,1801,379,0.925964010282776,5.13192612137203
"Salmon","2006","SOUTH COAST","12","CHUM",2036249,2233683,453353,1.09695965473771,4.49153088211614
"Salmon","2006","SOUTH COAST","13","CHUM",1719197,1986356,353331,1.15539754897199,4.86568401866805
"Salmon","2006","SOUTH COAST","14","CHUM",383904,357644,82811,0.931597482704009,4.63590585791743
"Salmon","2006","SOUTH COAST","20","CHUM",258,287,53,1.11240310077519,4.86792452830189
"Salmon","2006","SOUTH COAST","21","CHUM",1442492,1468755,344939,1.01820668676152,4.18187563598201
"Salmon","2006","SOUTH COAST","23","CHUM",65022,60385,13207,0.928685675617483,4.92329825092754
"Salmon","2006","SOUTH COAST","24","CHUM",58,92,12,1.58620689655172,4.83333333333333
"Salmon","2006","SOUTH COAST","25","CHUM",432125,400851,89731,0.927627422620769,4.81578272837704
"Salmon","2006","SOUTH COAST","26","CHUM",25454,71317,6493,2.80179932427123,3.92022177729863
"Salmon","2006","SOUTH COAST","27","CHUM",1520,1915,307,1.25986842105263,4.95114006514658
"Salmon","2006","FAR NORTH","441(TAKU)","COHO",46791,158943,11352,3.39687119317818,4.12182875264271
"Salmon","2006","FAR NORTH","442(STIKINE)","COHO",181,438,54,2.41988950276243,3.35185185185185
"Salmon","2006","FRASER RIVER","29C","COHO",747,2944,343,3.94109772423025,2.17784256559767
"Salmon","2006","NORTH COAST","1","COHO",412202,1835733,109327,4.45347911946085,3.77035864882417
"Salmon","2006","NORTH COAST","2E","COHO",11657,45564,3439,3.9087243716222,3.389648153533
"Salmon","2006","NORTH COAST","2W","COHO",7693,32934,1840,4.28103470687638,4.18097826086957
"Salmon","2006","NORTH COAST","3","COHO",4456,16085,1025,3.60973967684022,4.34731707317073
"Salmon","2006","NORTH COAST","4","COHO",2675,9922,557,3.70915887850467,4.80251346499102
"Salmon","2006","NORTH COAST","6","COHO",28418,147160,6767,5.17840805123513,4.19949756169647
"Salmon","2006","NORTH COAST","7","COHO",5117,19828,1415,3.874926714872,3.61625441696113
"Salmon","2006","NORTH COAST","8","COHO",19849,51690,4648,2.60416141871127,4.27043889845095
"Salmon","2006","SOUTH COAST","11","COHO",3,12,1,4,3
"Salmon","2006","SOUTH COAST","12","COHO",603,1699,156,2.81757877280265,3.86538461538462
"Salmon","2006","SOUTH COAST","23","COHO",4347,15740,1131,3.62088796871406,3.84350132625995
"Salmon","2006","SOUTH COAST","24","COHO",12,48,2,4,6
"Salmon","2006","SOUTH COAST","25","COHO",8531,30258,2045,3.54682921111241,4.17163814180929
"Salmon","2006","SOUTH COAST","26","COHO",3376,15542,765,4.60367298578199,4.41307189542484
"Salmon","2006","SOUTH COAST","27","COHO",1434,6784,341,4.73082287308229,4.20527859237537
"Salmon","2006","FAR NORTH","441(TAKU)","PINK",770,575,391,0.746753246753247,1.9693094629156
"Salmon","2006","FRASER RIVER","29AB","PINK",20,5,10,0.25,2
"Salmon","2006","FRASER RIVER","29D","PINK",128820,377715,50861,2.9321145784816,2.53278543481253
"Salmon","2006","NORTH COAST","1","PINK",71788,73585,29907,1.02503203878085,2.40037449426556
"Salmon","2006","NORTH COAST","2E","PINK",55859,21058,32258,0.376984908430154,1.73163246326493
"Salmon","2006","NORTH COAST","2W","PINK",100,109,41,1.09,2.4390243902439
"Salmon","2006","NORTH COAST","3","PINK",427711,138781,240215,0.324473768502564,1.78053410486439
"Salmon","2006","NORTH COAST","4","PINK",641014,192253,327584,0.299920126549498,1.95679276155124
"Salmon","2006","NORTH COAST","5","PINK",28473,9712,15823,0.341095072524848,1.79946912721987
"Salmon","2006","NORTH COAST","6","PINK",20200,8170,9294,0.404455445544554,2.17344523348397
"Salmon","2006","NORTH COAST","7","PINK",7960,2873,4383,0.360929648241206,1.81610768879763
"Salmon","2006","NORTH COAST","8","PINK",118295,41989,62570,0.354951604040746,1.89060252517181
"Salmon","2006","NORTH COAST","9","PINK",103,302,43,2.93203883495146,2.3953488372093
"Salmon","2006","SOUTH COAST","11","PINK",651,159,337,0.244239631336406,1.93175074183976
"Salmon","2006","SOUTH COAST","12","PINK",47481,14009,26753,0.295044333522883,1.77479161215565
"Salmon","2006","SOUTH COAST","13","PINK",10585,4248,5654,0.401322626358054,1.87212592854616
"Salmon","2006","SOUTH COAST","14","PINK",31,8,16,0.258064516129032,1.9375
"Salmon","2006","SOUTH COAST","20","PINK",125,35,74,0.28,1.68918918918919
"Salmon","2006","SOUTH COAST","21","PINK",1442506,1468842,344941,1.01825711643487,4.18189197572918
"Salmon","2006","SOUTH COAST","23","PINK",161,53,77,0.329192546583851,2.09090909090909
"Salmon","2006","SOUTH COAST","24","PINK",42,36,19,0.857142857142857,2.21052631578947
"Salmon","2006","SOUTH COAST","27","PINK",16,15,7,0.9375,2.28571428571429
"Salmon","2006","FAR NORTH","441(TAKU)","SOCKEYE",57320,232679,21391,4.05929867411026,2.67963162077509
"Salmon","2006","FAR NORTH","442(STIKINE)","SOCKEYE",235638,690918,95896,2.93211621215593,2.45722449320097
"Salmon","2006","FRASER RIVER","29AB","SOCKEYE",1296675,3877029,511502,2.98997744230436,2.53503407611309
"Salmon","2006","FRASER RIVER","29C","SOCKEYE",758,2995,344,3.95118733509235,2.20348837209302
"Salmon","2006","NORTH COAST","1","SOCKEYE",64684,365153,24390,5.64518273452477,2.65207052070521
"Salmon","2006","NORTH COAST","2E","SOCKEYE",2216,11320,964,5.10830324909747,2.29875518672199
"Salmon","2006","NORTH COAST","2W","SOCKEYE",136,717,57,5.27205882352941,2.3859649122807
"Salmon","2006","NORTH COAST","3","SOCKEYE",769056,2331687,311368,3.03188194357758,2.46992626088744
"Salmon","2006","NORTH COAST","4","SOCKEYE",1904995,5773506,871804,3.03071976566868,2.18511844405394
"Salmon","2006","NORTH COAST","5","SOCKEYE",18466,54390,8313,2.94541319181198,2.22134006977024
"Salmon","2006","NORTH COAST","6","SOCKEYE",1869,6110,722,3.26912787586945,2.58864265927978
"Salmon","2006","NORTH COAST","7","SOCKEYE",2211,6490,880,2.93532338308458,2.5125
"Salmon","2006","NORTH COAST","8","SOCKEYE",4177,12402,1352,2.96911659085468,3.08949704142012
"Salmon","2006","SOUTH COAST","11","SOCKEYE",32376,112944,12140,3.4885100074129,2.6668863261944
"Salmon","2006","SOUTH COAST","12","SOCKEYE",4035477,13519327,1643572,3.35011870963457,2.45530892470789
"Salmon","2006","SOUTH COAST","13","SOCKEYE",1432012,4653629,594641,3.24971368955009,2.40819586944055
"Salmon","2006","SOUTH COAST","14","SOCKEYE",9,34,4,3.77777777777778,2.25
"Salmon","2006","SOUTH COAST","20","SOCKEYE",173226,551795,76322,3.1854051932158,2.26967322659259
"Salmon","2006","SOUTH COAST","23","SOCKEYE",56968,229126,21877,4.02201235781491,2.6040133473511
"Salmon","2006","SOUTH COAST","24","SOCKEYE",120658,543550,43817,4.50488156607933,2.75368007850834
"Salmon","2006","SOUTH COAST","25","SOCKEYE",1939,7825,733,4.03558535327488,2.64529331514325
"Salmon","2006","SOUTH COAST","26","SOCKEYE",1813,7317,685,4.03585217870932,2.64671532846715
"Salmon","2006","SOUTH COAST","27","SOCKEYE",1308,5277,478,4.03440366972477,2.73640167364017
"Salmon","2006","FRASER RIVER","29D","STEELHEAD",222028,543198,65737,2.44652926657899,3.37751950956083
"Salmon","2006","NORTH COAST","4","STEELHEAD",499,680,170,1.3627254509018,2.93529411764706
"Salmon","2006","SOUTH COAST","12","STEELHEAD",17,24,3,1.41176470588235,5.66666666666667
"Salmon","2006","SOUTH COAST","20","STEELHEAD",70,112,24,1.6,2.91666666666667
"Salmon","2007","FAR NORTH","441(TAKU)","CHINOOK",22623,135041,3000,5.969190646687,7.541
"Salmon","2007","FAR NORTH","442(STIKINE)","CHINOOK",91612,432506,11424,4.72106274287211,8.01925770308123
"Salmon","2007","FRASER RIVER","29AB","CHINOOK",2234,8194,235,3.66786034019696,9.5063829787234
"Salmon","2007","FRASER RIVER","29E","CHINOOK",20028,79378,2219,3.96335130816856,9.02568724650744
"Salmon","2007","NORTH COAST","1","CHINOOK",572808,4687235,65969,8.18290771078616,8.68298746380876
"Salmon","2007","NORTH COAST","2W","CHINOOK",48863,406387,5315,8.31686552196959,9.1934148635936
"Salmon","2007","NORTH COAST","3","CHINOOK",37431,216295,4235,5.7784991050199,8.83848878394333
"Salmon","2007","NORTH COAST","4","CHINOOK",59673,350260,6664,5.86965629346606,8.95453181272509
"Salmon","2007","NORTH COAST","6","CHINOOK",990,5211,240,5.26363636363636,4.125
"Salmon","2007","NORTH COAST","8","CHINOOK",50025,285538,5059,5.70790604697651,9.88831784937735
